Unnamed: 0,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
5435,/data/datasets/LRS3/trainval/RjyxIsE3V2g/50016.wav,3.584,16000,5,3.6605427,4.1539865,3.9200168,3.2220229657492965,3.627539117795912,3.885499207783575,3.5311368
8683,/data/datasets/LRS3/trainval/vGDZmSnSkfo/50017.wav,6.208,16000,3,3.591933,4.148399,3.645073,3.17949005912813,3.6243751142249945,3.7180135195169233,3.7661943
21751,/data/datasets/LRS3/trainval/iOByGJskqks/50008.wav,5.824,16000,2,3.3081937,3.769951,3.6669717,2.9954472873490023,3.413554445364839,3.734159695161081,3.5810256
14649,/data/datasets/LRS3/trainval/mclzytQQMGI/50011.wav,3.648,16000,5,3.1024647,3.5733612,3.6772943,2.85465659095325,3.2948230394891738,3.737027975484847,3.4591186
16047,/data/datasets/LRS3/trainval/4Lb5LSVEm34/50004.wav,2.944,16000,2,3.9792209,4.2864366,4.2502174,3.4133169759843294,3.6954164754744654,4.064700577241973,3.7407594
1946,/data/datasets/LRS3/trainval/2NENlXsW4pM/50008.wav,1.856,16000,5,2.9844918,3.9768462,3.0888367,2.772047890017359,3.532157287619514,3.3173026709717304,3.8294525
31973,/data/datasets/LRS3/trainval/0MMSpsvqiG8/50021.wav,1.92,16000,6,2.5111217,3.689181,2.2353177,2.4201862848337004,3.366243727998834,2.540960402693316,3.2751608
10591,/data/datasets/LRS3/trainval/ac1mOswXxLs/50016.wav,3.84,16000,6,3.4698324,3.7743108,4.167784,3.101700007639172,3.4168376451319555,4.02226213043856,3.359121
11026,/data/datasets/LRS3/trainval/S8DwxjDrNNM/50004.wav,5.824,16000,2,3.3570035,3.9138765,3.4910688,3.0276708471840843,3.497063036723789,3.614746373996938,3.4584146
12091,/data/datasets/LRS3/trainval/lU1ISu1LOv4/50002.wav,4.096,16000,7,2.992384,3.834144,2.9512188,2.777618856727308,3.451168380779555,3.200941061238482,3.7518976
